Date,close,1_day_chg%,2_day_chg%,3_day_chg%,4_day_chg%,5_day_chg%,6_day_chg%,7_day_chg%,8_day_chg%,9_day_chg%,10_day_chg%,11_day_chg%,12_day_chg%,13_day_chg%,14_day_chg%,15_day_chg%,16_day_chg%,17_day_chg%,18_day_chg%,19_day_chg%,20_day_chg%,nextWeekChg%
2011-01-03,129.60009765625,,,,,,,,,,,,,,,,,,,,,1.3348015982156625
2011-01-04,133.78073120117188,3.2257950576631167,,,,,,,,,,,,,,,,,,,,-1.5086135610178242
2011-01-05,133.78073120117188,0.0,3.2257950576631167,,,,,,,,,,,,,,,,,,,1.724137931034475
2011-01-06,133.20408630371094,-0.4310373342135576,-0.4310373342135576,2.7808533424258153,,,,,,,,,,,,,,,,,,2.326859582093843
2011-01-07,133.20408630371094,0.0,-0.4310373342135576,-0.4310373342135576,2.7808533424258153,,,,,,,,,,,,,,,,,1.3528242728270135
2011-01-10,131.3300018310547,-1.4069271631676927,-1.4069271631676927,-1.8319001160428061,-1.8319001160428061,1.3348015982156625,,,,,,,,,,,,,,,,1.8111751312298807
2011-01-11,131.7624969482422,0.3293193567025732,-1.0822410899481438,-1.0822410899481438,-1.5086135610178242,-1.5086135610178242,1.6685167149547375,,,,,,,,,,,,,,,0.9299509089959468
2011-01-12,136.08729553222656,3.2822682357660504,3.6223967371079135,2.164505090288138,2.164505090288138,1.724137931034475,1.724137931034475,5.00555014486419,,,,,,,,,,,,,,-1.1652591427572134
2011-01-13,136.30355834960938,0.15891477344525118,3.44639901834205,3.7870680341212326,2.326859582093843,2.326859582093843,1.8857926143667214,1.8857926143667214,5.17241947698186,,,,,,,,,,,,,-3.17293924966332
2011-01-14,135.006103515625,-0.951886252783285,-0.7944841672200997,2.461706967087096,2.799133201337578,1.3528242728270357,1.3528242728270357,0.9159557609312863,0.9159557609312863,4.171297674260899,,,,,,,,,,,,-2.72291517853106
2011-01-17,133.7086181640625,-0.9610568098592176,-1.9037948949880201,-1.7479055328869952,1.476991754781909,1.8111751312298807,0.37876605316837786,0.37876605316837786,-0.05390390414367063,-0.05390390414367063,3.1701523240436957,,,,,,,,,,,-3.180562035019241
2011-01-18,132.98782348632812,-0.5390786978666906,-1.494954655189562,-2.432610640124755,-2.2775616443670543,0.9299509089959468,1.2623327740496793,-0.16235449180569406,-0.16235449180569406,-0.5926920175458039,-0.5926920175458039,2.6139840103081458,,,,,,,,,,-2.4390137559678227
