Date,Close,chg,nextWeekChg,signal,predictChg,PredClose,Predict,d_0,d_1,d_2,d_3,d_4,sum
2015-11-17,208.60000610351562,0.007729498084616537,1.0105464855410908,True,0.99034494,206.5859608656956,0,0,0.0,0.0,0.0,0.0,0.0
2015-11-18,205.1999969482422,-0.016299180516736067,1.0233918280854972,True,0.9876527,202.6663349290002,0,0,0.0,0.0,0.0,0.0,0.0
2015-11-19,208.0,0.01364523924658756,1.0048076923076923,True,0.98627883,205.14599704742432,0,0,0.0,0.0,0.0,0.0,0.0
2015-11-20,210.8000030517578,0.013461553133450987,0.9667931693611918,False,0.9865047,207.9551882808828,0,0,0.0,0.0,0.0,0.0,0.0
2015-11-23,210.39999389648438,-0.001897576610448315,0.9600760734783238,False,0.98856086,207.99319794007351,0,0,0.0,0.0,0.0,0.0,0.0
2015-11-24,210.8000030517578,0.001901184253219279,0.9677419214738425,False,0.9914627,209.00034177082125,0,0,0.0,0.0,0.0,0.0,0.0
2015-11-25,210.0,-0.0037950808357501975,0.9838095528738839,False,0.99449605,208.8441699743271,0,0,0.0,0.0,0.0,0.0,0.0
2015-11-26,209.0,-0.004761904761904745,0.9894736988122383,False,0.9971259,208.39931803941727,0,0,0.0,0.0,0.0,0.0,0.0
2015-11-27,203.8000030517578,-0.024880368173407552,1.0107948818218784,True,0.9993531,203.66816702883716,0,0,0.0,0.0,0.0,0.0,0.0
2015-11-30,202.0,-0.008832203262041594,1.0207920641002088,True,1.0008073,202.16307163238525,1,1,0.0,0.0,0.0,0.0,1.0
2015-12-01,204.0,0.00990099009900991,0.9980392456054688,False,1.0014815,204.30223274230957,1,1,1.0,0.0,0.0,0.0,2.0
2015-12-02,206.60000610351562,0.012745127958409874,0.9598257366575336,False,1.0021431,207.04277979251492,1,1,1.0,1.0,0.0,0.0,3.0
2015-12-03,206.8000030517578,0.0009680394111022395,0.9603481778180153,False,1.0026222,207.34228368605727,1,1,1.0,1.0,1.0,0.0,4.0
2015-12-04,206.0,-0.0038684866535402262,0.9427184317875834,False,1.0015888,206.32729721069336,1,1,1.0,1.0,1.0,1.0,5.0
2015-12-07,206.1999969482422,0.0009708589720494043,0.9485936420872633,False,1.0001061,206.2218739983182,1,1,1.0,1.0,1.0,1.0,5.0
2015-12-08,203.60000610351562,-0.012609073148430627,0.9592337779816279,False,0.9978484,203.16193860648127,0,0,1.0,1.0,1.0,1.0,4.0
2015-12-09,198.3000030517578,-0.026031448393293077,1.0055471045274742,True,0.99433166,197.17597079335337,0,0,0.0,1.0,1.0,1.0,3.0
2015-12-10,198.60000610351562,0.0015128746704029528,1.0110775270928012,True,0.9898998,196.5941091278637,0,0,0.0,0.0,1.0,1.0,2.0
2015-12-11,194.1999969482422,-0.02215513101736777,1.0242018384248215,True,0.9857109,191.42505744287973,0,0,0.0,0.0,0.0,1.0,1.0
2015-12-14,195.60000610351562,0.007209110078650438,1.0276073298976616,True,0.98148876,191.97920828488168,0,0,0.0,0.0,0.0,0.0,0.0
2015-12-15,195.3000030517578,-0.0015337578854626166,1.0240655241925245,True,0.97777724,190.95989847553938,0,0,0.0,0.0,0.0,0.0,0.0
2015-12-16,199.39999389648438,0.020993296367947334,1.0170511998964178,True,0.97552013,194.5187087599479,0,0,0.0,0.0,0.0,0.0,0.0
2015-12-17,200.8000030517578,0.007021109318590124,1.0119521606574167,True,0.97338736,195.45618497356372,0,0,0.0,0.0,0.0,0.0,0.0
2015-12-18,198.89999389648438,-0.00946219684460714,1.0075414783611338,True,0.97158706,193.24866067823677,0,0,0.0,0.0,0.0,0.0,0.0
2015-12-21,201.0,0.010558100391941494,0.9960198853146377,False,0.9711631,195.20378190279007,0,0,0.0,0.0,0.0,0.0,0.0
2015-12-22,200.0,-0.00497512437810943,0.9965000152587891,False,0.9703898,194.07795667648315,0,0,0.0,0.0,0.0,0.0,0.0
2015-12-23,202.8000030517578,0.014000015258789134,0.9787968294524119,False,0.9683581,196.38302552580444,0,0,0.0,0.0,0.0,0.0,0.0
2015-12-24,203.1999969482422,0.001972356461860114,0.9488189269061191,False,0.9670668,196.5079757741796,0,0,0.0,0.0,0.0,0.0,0.0
2015-12-28,200.39999389648438,-0.013779542784496224,0.9565868402534177,False,0.9675001,193.88701225089972,0,0,0.0,0.0,0.0,0.0,0.0
2015-12-29,200.1999969482422,-0.0009979887940789745,0.9495504945120568,False,0.96693134,193.5796519334981,0,0,0.0,0.0,0.0,0.0,0.0
2015-12-30,199.3000030517578,-0.004495474076940398,0.9237330822102657,False,0.9670834,192.73972348062216,0,0,0.0,0.0,0.0,0.0,0.0
2015-12-31,198.5,-0.004014064423019881,0.9395465994962217,False,0.96905345,192.35710927844048,0,0,0.0,0.0,0.0,0.0,0.0
2016-01-04,192.8000030517578,-0.02871534986519997,0.9445020913958713,False,0.97232634,187.46452098984173,0,0,0.0,0.0,0.0,0.0,0.0
