Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,10.15999984741211,10.399999618530273,10.039999961853027,10.279999732971191,8.304128646850586,2469650
2011-01-04,10.4399995803833,10.5,10.199999809265137,10.279999732971191,8.304128646850586,3352500
2011-01-05,10.399999618530273,10.9399995803833,10.34000015258789,10.859999656677246,8.772647857666016,8373500
2011-01-06,11.0,11.5,10.819999694824219,11.279999732971191,9.111919403076172,13155682
2011-01-07,11.479999542236328,11.479999542236328,10.800000190734863,11.279999732971191,9.111919403076172,3815186
2011-01-10,10.619999885559082,10.739999771118164,10.359999656677246,10.619999885559082,8.578777313232422,10635179
2011-01-11,10.5,10.680000305175781,10.300000190734863,10.479999542236328,8.465683937072754,4280650
2011-01-12,10.5,10.800000190734863,10.399999618530273,10.699999809265137,8.643400192260742,2309500
2011-01-13,10.739999771118164,10.760000228881836,10.34000015258789,10.34000015258789,8.352593421936035,4618745
2011-01-14,10.199999809265137,10.300000190734863,9.920000076293945,10.039999961853027,8.110259056091309,9607650
2011-01-17,10.279999732971191,10.380000114440918,10.100000381469727,10.220000267028809,8.255659103393555,2920000
2011-01-18,10.199999809265137,10.260000228881836,10.020000457763672,10.180000305175781,8.223349571228027,3509500
2011-01-19,10.180000305175781,10.699999809265137,9.960000038146973,10.680000305175781,8.627245903015137,4664500
2011-01-20,10.520000457763672,10.539999961853027,10.180000305175781,10.260000228881836,8.287968635559082,2525500
2011-01-21,10.300000190734863,10.359999656677246,10.0,10.039999961853027,8.110259056091309,4487500
2011-01-24,10.039999961853027,10.079999923706055,9.680000305175781,9.699999809265137,7.835606575012207,2226000
2011-01-25,9.800000190734863,9.880000114440918,9.279999732971191,9.390000343322754,7.585189342498779,6789000
2011-01-26,9.470000267028809,9.529999732971191,9.220000267028809,9.4399995803833,7.625578880310059,2127500
2011-01-27,9.680000305175781,9.789999961853027,9.420000076293945,9.59000015258789,7.7467498779296875,2894500
2011-01-28,9.300000190734863,9.5,9.289999961853027,9.420000076293945,7.609424114227295,2789000
2011-01-31,9.550000190734863,9.880000114440918,9.420000076293945,9.699999809265137,7.835606575012207,4050500
2011-02-01,9.800000190734863,9.800000190734863,9.520000457763672,9.619999885559082,7.770984172821045,1686511
2011-02-02,9.649999618530273,9.84000015258789,9.649999618530273,9.800000190734863,7.916386127471924,3032000
2011-02-07,10.199999809265137,10.199999809265137,9.890000343322754,10.0600004196167,8.12641429901123,2317032
2011-02-08,10.300000190734863,10.699999809265137,10.239999771118164,10.520000457763672,8.49799919128418,7159610
2011-02-09,10.520000457763672,10.979999542236328,9.970000267028809,10.079999923706055,8.142568588256836,5210516
2011-02-10,10.0600004196167,10.0600004196167,9.510000228881836,9.619999885559082,7.770984172821045,3110000
2011-02-11,9.520000457763672,9.640000343322754,9.270000457763672,9.430000305175781,7.617501735687256,2977500
2011-02-14,9.550000190734863,9.949999809265137,9.520000457763672,9.869999885559082,7.972930431365967,5092500
2011-02-15,9.699999809265137,10.260000228881836,9.699999809265137,10.100000381469727,8.158722877502441,3602000
2011-02-16,10.100000381469727,10.15999984741211,9.800000190734863,10.0,8.077943801879883,5953500
2011-02-17,10.119999885559082,10.119999885559082,9.899999618530273,10.0,8.077943801879883,8102200
2011-02-18,10.100000381469727,10.15999984741211,9.850000381469727,10.140000343322754,8.19103717803955,2188500
2011-02-21,9.859999656677246,10.079999923706055,9.859999656677246,9.970000267028809,8.053709983825684,2099044
2011-02-22,9.800000190734863,9.9399995803833,9.699999809265137,9.739999771118164,7.867915153503418,2327500
2011-02-23,9.800000190734863,9.979999542236328,9.699999809265137,9.829999923706055,7.94061803817749,1785500
2011-02-24,9.899999618530273,9.899999618530273,9.579999923706055,9.710000038146973,7.843683242797852,2414000
2011-02-25,9.609999656677246,9.850000381469727,9.4399995803833,9.75,7.8759965896606445,3474350
2011-02-28,9.630000114440918,9.890000343322754,9.609999656677246,9.630000114440918,7.779060363769531,3811500
2011-03-01,9.779999732971191,10.319999694824219,9.710000038146973,10.239999771118164,8.271814346313477,6793800
2011-03-02,10.039999961853027,10.300000190734863,9.859999656677246,10.220000267028809,8.255659103393555,1892500
2011-03-03,10.199999809265137,10.4399995803833,10.0,10.15999984741211,8.207191467285156,3130000
2011-03-04,10.319999694824219,10.319999694824219,9.729999542236328,9.789999961853027,7.908307075500488,1871000
2011-03-07,9.729999542236328,10.020000457763672,9.729999542236328,9.949999809265137,8.037552833557129,1651400
2011-03-08,10.0600004196167,10.0600004196167,9.729999542236328,9.989999771118164,8.069865226745605,1956344
2011-03-09,10.0,10.5,10.0,10.460000038146973,8.449528694152832,5401900
